57.29,-57.29,57.29,57.3,-57.29,-57.29
57.29,-57.29,57.29,57.3,-57.29,-57.29
57.29,-57.29,57.29,57.3,-57.29,-57.29
57.29,-57.29,57.29,57.3,-57.29,-57.29
57.29,-57.29,57.29,57.3,-57.29,-57.29
57.29,-57.29,57.29,57.3,-57.29,-57.29
57.29,-57.29,57.29,57.3,-57.29,-57.29
57.29,-57.29,57.29,57.3,-57.29,-57.29
57.29,-57.29,57.29,57.3,-57.29,-57.29
57.29,-57.29,57.29,57.3,-57.29,-57.29
56.9,-56.64,56.76,56.46,-56.7,-57.07
56.51,-55.98,56.22,55.62,-56.11,-56.85
56.08,-55.25,55.63,54.69,-55.45,-56.6
55.13,-53.66,54.33,52.67,-54.02,-56.06
53.93,-51.66,52.7,50.12,-52.21,-55.38
52.48,-49.22,50.71,47.0,-50.01,-54.55
50.8,-46.4,48.42,43.41,-47.47,-53.59
48.9,-43.21,45.82,39.35,-44.59,-52.5
46.79,-39.69,42.95,34.86,-41.41,-51.3
44.49,-35.83,39.8,29.94,-37.94,-49.99
42.01,-31.67,36.41,24.63,-34.18,-48.58
39.36,-27.23,32.79,18.97,-30.17,-47.06
36.67,-22.73,29.12,13.24,-26.11,-45.53
34.0,-18.24,25.46,7.51,-22.06,-44.01
31.31,-13.74,21.8,1.78,-18.01,-42.48
28.63,-9.24,18.13,-3.95,-13.95,-40.95
25.95,-4.75,14.47,-9.68,-9.9,-39.42
23.3,-0.31,10.85,-15.34,-5.89,-37.91
20.82,3.85,7.46,-20.65,-2.13,-36.49
18.51,7.72,4.31,-25.57,1.35,-35.18
16.41,11.24,1.44,-30.06,4.53,-33.98
14.51,14.44,-1.17,-34.14,7.41,-32.89
12.81,17.27,-3.48,-37.75,9.97,-31.93
11.36,19.71,-5.47,-40.86,12.17,-31.1
10.18,21.69,-7.08,-43.38,13.95,-30.42
9.24,23.26,-8.36,-45.38,15.37,-29.89
8.8,24.0,-8.97,-46.33,16.04,-29.64
8.41,24.66,-9.5,-47.17,16.63,-29.41
8.01,25.32,-10.04,-48.01,17.23,-29.19
8.0,25.33,-10.05,-48.03,17.24,-29.18
8.0,25.33,-10.05,-48.03,17.24,-29.18
8.0,25.33,-10.05,-48.03,17.24,-29.18
8.0,25.33,-10.05,-48.03,17.24,-29.18
8.0,25.33,-10.05,-48.03,17.24,-29.18
8.0,25.33,-10.05,-48.03,17.24,-29.18
8.0,25.33,-10.05,-48.03,17.24,-29.18
8.0,25.33,-10.05,-48.03,17.24,-29.18
8.0,25.33,-10.05,-48.03,17.24,-29.18
8.0,25.33,-10.05,-48.03,17.24,-29.18
8.0,25.33,-10.05,-48.03,17.24,-29.18
8.0,25.33,-10.05,-48.03,17.24,-29.18
8.0,25.33,-10.05,-48.03,17.24,-29.18
